,Unnamed: 0,value,iteration,algorithm,replicate
0,0.0,-67.80676004606991,0,GA,0
1,1.0,-67.80676004606991,1,GA,0
2,2.0,-67.80676004606991,2,GA,0
3,3.0,-67.80676004606991,3,GA,0
4,4.0,-67.80676004606991,4,GA,0
5,5.0,-67.80676004606991,5,GA,0
6,6.0,-67.80676004606991,6,GA,0
7,7.0,-67.80676004606991,7,GA,0
8,8.0,-67.80676004606991,8,GA,0
9,9.0,-67.80676004606991,9,GA,0
10,10.0,-67.80676004606991,10,GA,0
11,11.0,-38.54196738144417,0,GA,1
12,12.0,-38.54196738144417,1,GA,1
13,13.0,-38.54196738144417,2,GA,1
14,14.0,-38.54196738144417,3,GA,1
15,15.0,-38.54196738144417,4,GA,1
16,16.0,-38.54196738144417,5,GA,1
17,17.0,-38.54196738144417,6,GA,1
18,18.0,-38.54196738144417,7,GA,1
19,19.0,-38.54196738144417,8,GA,1
20,20.0,-38.54196738144417,9,GA,1
21,21.0,-38.54196738144417,10,GA,1
22,22.0,-118.8668264192594,0,GA,2
23,23.0,-118.8668264192594,1,GA,2
24,24.0,-118.8668264192594,2,GA,2
25,25.0,-118.8668264192594,3,GA,2
26,26.0,-118.8668264192594,4,GA,2
27,27.0,-118.8668264192594,5,GA,2
28,28.0,-118.8668264192594,6,GA,2
29,29.0,-118.8668264192594,7,GA,2
30,30.0,-118.8668264192594,8,GA,2
31,31.0,-118.8668264192594,9,GA,2
32,32.0,-118.8668264192594,10,GA,2
33,33.0,-1.4291459800589408,0,GA,3
34,34.0,-1.4291459800589408,1,GA,3
35,35.0,-1.4291459800589408,2,GA,3
36,36.0,-1.4291459800589408,3,GA,3
37,37.0,-1.4291459800589408,4,GA,3
38,38.0,-1.4291459800589408,5,GA,3
39,39.0,-1.4291459800589408,6,GA,3
40,40.0,-1.4291459800589408,7,GA,3
41,41.0,-1.4291459800589408,8,GA,3
42,42.0,-1.4291459800589408,9,GA,3
43,43.0,-1.4291459800589408,10,GA,3
44,44.0,-66.33206518594703,0,GA,4
45,45.0,-66.33206518594703,1,GA,4
46,46.0,-66.33206518594703,2,GA,4
47,47.0,-66.33206518594703,3,GA,4
