,Unnamed: 0,value,iteration,algorithm,replicate
0,0.0,3182.3796040366,0,GA,0
1,1.0,3131.4016400462947,1,GA,0
2,2.0,3131.4016400462947,2,GA,0
3,3.0,3131.4016400462947,3,GA,0
4,4.0,3131.4016400462947,4,GA,0
5,5.0,3131.4016400462947,5,GA,0
6,6.0,3131.4016400462947,6,GA,0
7,7.0,3131.4016400462947,7,GA,0
8,8.0,3131.4016400462947,8,GA,0
9,9.0,3131.4016400462947,9,GA,0
10,10.0,3131.4016400462947,10,GA,0
11,11.0,3671.017465407735,0,GA,1
12,12.0,3621.369107968304,1,GA,1
13,13.0,3621.369107968304,2,GA,1
14,14.0,3492.469425111652,3,GA,1
15,15.0,3096.7881426233616,4,GA,1
16,16.0,3096.7881426233616,5,GA,1
17,17.0,2953.362147839984,6,GA,1
18,18.0,2687.4527359024232,7,GA,1
19,19.0,2547.558177486389,8,GA,1
20,20.0,2547.558177486389,9,GA,1
21,21.0,2547.558177486389,10,GA,1
22,22.0,3011.459466159305,0,GA,2
23,23.0,2966.210002597209,1,GA,2
24,24.0,2966.210002597209,2,GA,2
25,25.0,2966.210002597209,3,GA,2
26,26.0,2966.210002597209,4,GA,2
27,27.0,2966.210002597209,5,GA,2
28,28.0,2966.210002597209,6,GA,2
29,29.0,2966.210002597209,7,GA,2
30,30.0,2966.210002597209,8,GA,2
31,31.0,2863.9008579225238,9,GA,2
32,32.0,2863.9008579225238,10,GA,2
33,33.0,3308.513007767042,0,GA,3
34,34.0,3302.83079847081,1,GA,3
35,35.0,3302.83079847081,2,GA,3
36,36.0,3252.93814686724,3,GA,3
37,37.0,3252.93814686724,4,GA,3
38,38.0,3252.93814686724,5,GA,3
39,39.0,2961.195820989476,6,GA,3
40,40.0,2961.195820989476,7,GA,3
41,41.0,2961.195820989476,8,GA,3
42,42.0,2961.195820989476,9,GA,3
43,43.0,2961.195820989476,10,GA,3
44,44.0,3626.756001587095,0,GA,4
45,45.0,3626.756001587095,1,GA,4
46,46.0,2970.631287594436,2,GA,4
47,47.0,2970.631287594436,3,GA,4
48,48.0,2970.631287594436,4,GA,4
49,49.0,2970.631287594436,5,GA,4
50,50.0,2970.631287594436,6,GA,4
51,51.0,2970.631287594436,7,GA,4
52,52.0,2970.631287594436,8,GA,4
53,53.0,2844.690289239064,9,GA,4
54,54.0,2844.690289239064,10,GA,4
55,55.0,2813.1764814966173,0,GA,5
56,56.0,2813.1764814966173,1,GA,5
57,57.0,2813.1764814966173,2,GA,5
58,58.0,2813.1764814966173,3,GA,5
59,59.0,2813.1764814966173,4,GA,5
60,60.0,2813.1764814966173,5,GA,5
61,61.0,2813.1764814966173,6,GA,5
62,62.0,2813.1764814966173,7,GA,5
63,63.0,2813.1764814966173,8,GA,5
64,64.0,2626.792010988313,9,GA,5
65,65.0,2563.1100668247605,10,GA,5
66,66.0,3818.303855429461,0,GA,6
67,67.0,2980.343169785768,1,GA,6
68,68.0,2980.343169785768,2,GA,6
69,69.0,2980.343169785768,3,GA,6
70,70.0,2980.343169785768,4,GA,6
71,71.0,2980.343169785768,5,GA,6
72,72.0,2980.343169785768,6,GA,6
73,73.0,2893.111293408341,7,GA,6
74,74.0,2854.984547223053,8,GA,6
75,75.0,2854.984547223053,9,GA,6
76,76.0,2770.3125466443776,10,GA,6
77,77.0,3207.621723060521,0,GA,7
78,78.0,3207.621723060521,1,GA,7
79,79.0,3207.621723060521,2,GA,7
80,80.0,3103.970590924004,3,GA,7
81,81.0,3009.416226503294,4,GA,7
82,82.0,2863.9186184169107,5,GA,7
83,83.0,2863.9186184169107,6,GA,7
84,84.0,2809.456271435186,7,GA,7
85,85.0,2809.456271435186,8,GA,7
86,86.0,2809.456271435186,9,GA,7
87,87.0,2599.846353972018,10,GA,7
88,88.0,3491.8717992036577,0,GA,8
89,89.0,3472.113218636184,1,GA,8
90,90.0,3462.1783477655263,2,GA,8
91,91.0,2850.039156460726,3,GA,8
92,92.0,2850.039156460726,4,GA,8
93,93.0,2850.039156460726,5,GA,8
94,94.0,2850.039156460726,6,GA,8
95,95.0,2850.039156460726,7,GA,8
96,96.0,2850.039156460726,8,GA,8
97,97.0,2850.039156460726,9,GA,8
98,98.0,2729.535342671618,10,GA,8
99,99.0,3676.6784651649177,0,GA,9
100,100.0,3203.297273146413,1,GA,9
101,101.0,3177.74043448608,2,GA,9
102,102.0,2932.8834148203537,3,GA,9
103,103.0,2932.8834148203537,4,GA,9
104,104.0,2932.8834148203537,5,GA,9
105,105.0,2850.242867668433,6,GA,9
106,106.0,2850.242867668433,7,GA,9
107,107.0,2836.4567713788447,8,GA,9
108,108.0,2836.4567713788447,9,GA,9
109,109.0,2836.4567713788447,10,GA,9
110,110.0,3182.3796040366,0,DE best1bin,0
111,111.0,3131.4016400462942,1,DE best1bin,0
112,112.0,2869.3803427937355,2,DE best1bin,0
113,113.0,2602.346720354153,3,DE best1bin,0
114,114.0,2465.8998115312315,4,DE best1bin,0
115,115.0,2465.8998115312315,5,DE best1bin,0
116,116.0,2343.861453336649,6,DE best1bin,0
117,117.0,2343.861453336649,7,DE best1bin,0
118,118.0,2301.453659888483,8,DE best1bin,0
119,119.0,2301.453659888483,9,DE best1bin,0
120,120.0,2181.6533714986567,10,DE best1bin,0
121,121.0,3671.017465407735,0,DE best1bin,1
