,Unnamed: 0,value,iteration,algorithm,replicate
0,0.0,25.342911012868957,0,GA,0
1,1.0,25.342911012868957,1,GA,0
2,2.0,25.342911012868957,2,GA,0
3,3.0,25.342911012868957,3,GA,0
4,4.0,25.342911012868957,4,GA,0
5,5.0,25.342911012868957,5,GA,0
6,6.0,25.342911012868957,6,GA,0
7,7.0,25.342911012868957,7,GA,0
8,8.0,25.342911012868957,8,GA,0
9,9.0,25.342911012868957,9,GA,0
10,10.0,25.342911012868957,10,GA,0
11,11.0,-10.336987751518578,0,GA,1
12,12.0,-10.336987751518578,1,GA,1
13,13.0,-10.336987751518578,2,GA,1
14,14.0,-10.336987751518578,3,GA,1
15,15.0,-10.336987751518578,4,GA,1
16,16.0,-10.336987751518578,5,GA,1
17,17.0,-10.336987751518578,6,GA,1
18,18.0,-10.336987751518578,7,GA,1
19,19.0,-10.336987751518578,8,GA,1
20,20.0,-10.336987751518578,9,GA,1
21,21.0,-10.336987751518578,10,GA,1
22,22.0,24.271068342634152,0,GA,2
23,23.0,24.271068342634152,1,GA,2
24,24.0,24.271068342634152,2,GA,2
25,25.0,24.271068342634152,3,GA,2
26,26.0,24.271068342634152,4,GA,2
27,27.0,21.84355904239292,5,GA,2
28,28.0,21.84355904239292,6,GA,2
29,29.0,21.84355904239292,7,GA,2
30,30.0,21.84355904239292,8,GA,2
31,31.0,21.84355904239292,9,GA,2
32,32.0,21.84355904239292,10,GA,2
33,33.0,-14.57816951360514,0,GA,3
34,34.0,-14.57816951360514,1,GA,3
35,35.0,-14.57816951360514,2,GA,3
36,36.0,-14.57816951360514,3,GA,3
37,37.0,-14.57816951360514,4,GA,3
38,38.0,-14.57816951360514,5,GA,3
39,39.0,-14.57816951360514,6,GA,3
40,40.0,-14.57816951360514,7,GA,3
41,41.0,-14.57816951360514,8,GA,3
42,42.0,-14.57816951360514,9,GA,3
43,43.0,-14.57816951360514,10,GA,3
44,44.0,-9.967324963492942,0,GA,4
45,45.0,-9.967324963492942,1,GA,4
46,46.0,-9.967324963492942,2,GA,4
47,47.0,-9.967324963492942,3,GA,4
48,48.0,-9.967324963492942,4,GA,4
49,49.0,-9.967324963492942,5,GA,4
50,50.0,-9.967324963492942,6,GA,4
51,51.0,-9.967324963492942,7,GA,4
52,52.0,-9.967324963492942,8,GA,4
53,53.0,-9.967324963492942,9,GA,4
54,54.0,-9.967324963492942,10,GA,4
55,55.0,54.34110224112392,0,GA,5
56,56.0,26.623804233346924,1,GA,5
57,57.0,26.623804233346924,2,GA,5
58,58.0,26.623804233346924,3,GA,5
59,59.0,26.623804233346924,4,GA,5
60,60.0,26.623804233346924,5,GA,5
61,61.0,26.623804233346924,6,GA,5
62,62.0,26.623804233346924,7,GA,5
63,63.0,26.623804233346924,8,GA,5
64,64.0,26.623804233346924,9,GA,5
65,65.0,26.623804233346924,10,GA,5
66,66.0,-57.292300752913285,0,GA,6
67,67.0,-57.292300752913285,1,GA,6
68,68.0,-57.292300752913285,2,GA,6
69,69.0,-57.292300752913285,3,GA,6
70,70.0,-57.292300752913285,4,GA,6
71,71.0,-57.292300752913285,5,GA,6
72,72.0,-57.292300752913285,6,GA,6
73,73.0,-57.292300752913285,7,GA,6
74,74.0,-57.292300752913285,8,GA,6
75,75.0,-57.292300752913285,9,GA,6
76,76.0,-57.292300752913285,10,GA,6
77,77.0,-11.55667349596915,0,GA,7
78,78.0,-11.55667349596915,1,GA,7
79,79.0,-11.55667349596915,2,GA,7
80,80.0,-11.55667349596915,3,GA,7
81,81.0,-11.55667349596915,4,GA,7
82,82.0,-11.55667349596915,5,GA,7
83,83.0,-11.55667349596915,6,GA,7
84,84.0,-11.55667349596915,7,GA,7
85,85.0,-11.55667349596915,8,GA,7
86,86.0,-11.55667349596915,9,GA,7
87,87.0,-11.55667349596915,10,GA,7
88,88.0,1.7325459376368642,0,GA,8
89,89.0,1.7325459376368642,1,GA,8
90,90.0,1.7325459376368642,2,GA,8
91,91.0,1.7325459376368642,3,GA,8
92,92.0,1.7325459376368642,4,GA,8
93,93.0,1.7325459376368642,5,GA,8
94,94.0,1.7325459376368642,6,GA,8
95,95.0,-0.2870292088861035,7,GA,8
96,96.0,-0.2870292088861035,8,GA,8
97,97.0,-0.2870292088861035,9,GA,8
98,98.0,-0.2870292088861035,10,GA,8
99,99.0,33.6199427510371,0,GA,9
100,100.0,33.6199427510371,1,GA,9
101,101.0,33.6199427510371,2,GA,9
102,102.0,33.6199427510371,3,GA,9
103,103.0,33.6199427510371,4,GA,9
104,104.0,33.6199427510371,5,GA,9
105,105.0,33.6199427510371,6,GA,9
106,106.0,33.6199427510371,7,GA,9
107,107.0,33.6199427510371,8,GA,9
108,108.0,33.6199427510371,9,GA,9
109,109.0,33.6199427510371,10,GA,9
110,110.0,25.342911012868957,0,DE best1bin,0
111,111.0,25.342911012868957,1,DE best1bin,0
112,112.0,25.342911012868957,2,DE best1bin,0
113,113.0,25.342911012868957,3,DE best1bin,0
114,114.0,25.342911012868957,4,DE best1bin,0
115,115.0,25.342911012868957,5,DE best1bin,0
116,116.0,25.342911012868957,6,DE best1bin,0
117,117.0,25.342911012868957,7,DE best1bin,0
118,118.0,8.262114857369859,8,DE best1bin,0
119,119.0,8.262114857369859,9,DE best1bin,0
120,120.0,8.262114857369859,10,DE best1bin,0
121,121.0,-10.336987751518578,0,DE best1bin,1
122,122.0,-10.336987751518578,1,DE best1bin,1
123,123.0,-10.336987751518578,2,DE best1bin,1
124,124.0,-10.336987751518578,3,DE best1bin,1
125,125.0,-10.336987751518578,4,DE best1bin,1
126,126.0,-10.336987751518578,5,DE best1bin,1
127,127.0,-10.336987751518578,6,DE best1bin,1
128,128.0,-10.336987751518578,7,DE best1bin,1
129,129.0,-10.336987751518578,8,DE best1bin,1
130,130.0,-10.336987751518578,9,DE best1bin,1
131,131.0,-10.336987751518578,10,DE best1bin,1
132,132.0,24.271068342634152,0,DE best1bin,2
133,133.0,24.271068342634152,1,DE best1bin,2
134,134.0,24.271068342634152,2,DE best1bin,2
135,135.0,24.271068342634152,3,DE best1bin,2
136,136.0,24.271068342634152,4,DE best1bin,2
137,137.0,11.358704708209975,5,DE best1bin,2
138,138.0,11.358704708209975,6,DE best1bin,2
139,139.0,11.358704708209975,7,DE best1bin,2
140,140.0,7.303860275885654,8,DE best1bin,2
141,141.0,7.303860275885654,9,DE best1bin,2
142,142.0,7.303860275885654,10,DE best1bin,2
143,143.0,-14.57816951360514,0,DE best1bin,3
144,144.0,-14.57816951360514,1,DE best1bin,3
145,145.0,-14.57816951360514,2,DE best1bin,3
146,146.0,-14.57816951360514,3,DE best1bin,3
147,147.0,-14.57816951360514,4,DE best1bin,3
148,148.0,-14.57816951360514,5,DE best1bin,3
149,149.0,-14.57816951360514,6,DE best1bin,3
150,150.0,-14.57816951360514,7,DE best1bin,3
151,151.0,-14.57816951360514,8,DE best1bin,3
152,152.0,-14.57816951360514,9,DE best1bin,3
153,153.0,-14.57816951360514,10,DE best1bin,3
154,154.0,-9.967324963492942,0,DE best1bin,4
155,155.0,-9.967324963492942,1,DE best1bin,4
156,156.0,-9.967324963492942,2,DE best1bin,4
157,157.0,-9.967324963492942,3,DE best1bin,4
158,158.0,-9.967324963492942,4,DE best1bin,4
159,159.0,-9.967324963492942,5,DE best1bin,4
160,160.0,-9.967324963492942,6,DE best1bin,4
161,161.0,-9.967324963492942,7,DE best1bin,4
